Word,Most_Similar_Word
флагманский,[]
трое,[]
размер,[]
магнитная,"[('восприимчивость', 0.8095867037773132), ('анизотропия', 0.7457919716835022)]"
динамика,[]
спинтроника,"[('магноник', 0.7982911467552185)]"
спин,[]
волновой,[]
врачебный,[]
автоматический,[]
совместитель,[]
продемонстрировать,[]
новаторский,[]
отрадно,[]
перейти,[]
разрабатывать,[]
внедрять,[]
долгосрочный,[]
содействовать,[]
усиление,[]
похвала,[]
выделяться,[]
карта,[]
археолог,[]
становление,[]
дружить,[]
популярный,[]
мальчик,[]
приехать,[]
царь,"[('салтана', 0.7603070735931396)]"
реформатор,[]
свидетельствующий,[]
глубина,[]
зоология,[]
сопредельный,[]
чешуекрылый,[]
естественно,[]
редакционный,[]
энтомологический,"[('паразитологический', 0.7007377743721008)]"
паразитологический,"[('энтомологический', 0.700737714767456)]"
охрана,[]
энтомология,[]
позвоночный,"[('тазовый', 0.8207599520683289)]"
заслушать,[]
пятилетний,[]
брачный,[]
гнездование,[]
пчела,[]
прозвучать,[]
гнездо,[]
береговой,[]
ласточка,[]
воробей,[]
филогенетический,[]
скорпион,[]
днк,[]
ген,[]
локально,[]
встречаться,[]
выставить,[]
ульяновский,[]
гора,[]
краеведческий,[]
край,[]
краеведение,[]
увлекаться,[]
музейный,[]
касаться,[]
элемент,[]
фасад,[]
кузнечный,"[('солянка', 0.7075552940368652), ('орджоникидзе', 0.7040084004402161)]"
ремесло,[]
описательный,[]
содержать,[]
чувствоваться,[]
увлечение,[]
превратить,[]
правильный,[]
шаг,[]
самоопределение,[]
счастливый,[]
нелюбимый,[]
занятый,[]
плыть,[]
обстоятельство,[]
осмыслить,[]
карьерный,[]
похожий,[]
север,[]
неожиданный,[]
измерить,[]
использоваться,[]
картографический,[]
изюминка,[]
метаматериал,[]
заиграть,[]
пуговица,"[('кардинал', 0.7656736969947815), ('<unk>', 0.7434328198432922), ('туляремия', 0.736139714717865), ('транзит', 0.7314285039901733), ('кик', 0.7274317741394043), ('удалой', 0.7198189496994019), ('чирлидер', 0.7058191895484924), ('глобалистик', 0.7001487612724304)]"
сломать,[]
лекарство,[]
научить,[]
скучный,[]
учебник,[]
совершенно,[]
вещь,[]
выставочный,[]
холл,[]
обязанность,[]
вовлечь,[]
интересоваться,[]
прославить,[]
подходящий,[]
усвоить,[]
приобщать,[]
билет,[]
разыгрываться,[]
набор,[]
путешественник,[]
блокнот,[]
этноотпуск,[]
розыгрыш,[]
подписаться,[]
пост,[]
путешествие,[]
видеоматериал,[]
ведомственный,[]
предварительный,[]
базироваться,[]
стратегический,[]
цепочка,[]
передовой,[]
кратко,[]
полугодие,[]
лимфатический,[]
сосуд,"[('кровеносный', 0.7141246795654297)]"
выводить,[]
ткань,[]
токсин,"[('метаболит', 0.7613983750343323)]"
прогнозирование,[]
сосудистый,"[('сердечно', 0.7036893367767334)]"
ранний,[]
аспирантский,[]
обработка,[]
сигнал,[]
закупить,[]
мегагрант,[]
перенос,[]
парадигма,[]
высококлассный,[]
вырастить,[]
влиться,[]
студсовет,[]
несколько,[]
оно,[]
подтверждаться,[]
староста,[]
тьютор,[]
уделять,[]
курировать,[]
проектный,[]
мастерская,[]
финансирование,[]
показывать,[]
долговременный,[]
сохранность,[]
регулярно,[]
увеличиваться,[]
расположиться,[]
помещение,[]
выплата,[]
выдвижение,[]
кандидатура,[]
именной,[]
стипендия,[]
теология,"[('религиоведение', 0.7590954303741455)]"
помощник,[]
административный,[]
персонал,[]
лингводидактика,[]
бухгалтер,[]
непрерывный,[]
консультативный,[]
порог,[]
экспресс,[]
геноцид,"[('армянин', 0.7116979360580444)]"
нацист,"[('пособник', 0.8057595491409302)]"
пособник,"[('нацист', 0.8057595491409302)]"
историография,[]
наказание,[]
немецко,[]
злодей,[]
виновный,[]
убийство,[]
пленный,[]
шпион,"[('<unk>', 0.7876389622688293), ('убийца', 0.7736524343490601), ('вор', 0.7700647115707397), ('кипяток', 0.7505250573158264), ('владимир', 0.7434600591659546), ('чирлидер', 0.7420927286148071), ('стюардесса', 0.7397714853286743), ('студвыпускной', 0.7389780282974243), ('шляпник', 0.7248173356056213), ('обёртка', 0.724457323551178)]"
уничтожение,[]
оккупировать,[]
преступление,[]
трагедия,[]
млн,[]
уничтожить,[]
принудительный,[]
изгнание,[]
ноябрь,"[('октябрь', 0.7774091958999634), ('декабрь', 0.7323290705680847)]"
нацистский,[]
совершать,[]
генеральный,[]
конвенция,[]
давность,[]
называться,[]
инициировать,[]
нацизм,[]
обратный,[]
светлый,[]
подвергаться,[]
массовый,[]
профилактический,[]
совершение,[]
правонарушение,[]
таможенный,[]
наступать,[]
поведение,[]
несанкционированный,[]
демонстрация,[]
символика,[]
осуществление,[]
нарушение,[]
территориальный,[]
целостность,[]
предусмотреть,[]
разобрать,[]
вокруг,[]
существовать,[]
беспокоить,[]
урбанистика,[]
изменить,[]
польза,[]
аккаунт,[]
блогер,[]
подписчик,[]
смело,[]
соцсеть,[]
инспектор,[]
брать,[]
гран,[]
побеждать,[]
кровь,[]
прославлять,[]
заветный,[]
трофей,[]
блестяще,[]
обогатить,[]
вокалист,[]
исполнительница,[]
гармоничный,[]
дуэт,[]
студвесна,[]
расценивать,[]
энергичный,[]
заслуживать,[]
громкий,[]
запомниться,[]
выходить,[]
замирание,[]
бурно,[]
грандиозный,[]
болеть,[]
зрительный,[]
переставать,[]
опускаться,"[('ниже', 0.722646176815033)]"
страсть,"[('накал', 0.7890724539756775)]"
скрывать,[]
заслуга,[]
подписать,[]
исполком,[]
магистерский,[]
биатлонист,[]
циклический,[]
древний,[]
античный,[]
краткий,[]
представительный,[]
расстояние,[]
древность,[]
расширить,[]
опираться,[]
пытаться,[]
освятить,[]
словоупотребление,[]
терминология,[]
древесина,"[('опись', 0.7189606428146362), ('<unk>', 0.718324601650238), ('транзит', 0.7144769430160522), ('ткацкий', 0.7079766392707825)]"
затонуть,[]
судно,[]
античность,[]
усадьба,[]
поселение,[]
цитадель,[]
персидский,"[('ковёр', 0.7003466486930847)]"
присутствие,[]
керамический,[]
петрография,"[('минералогия', 0.8747332096099854)]"
погружение,[]
иной,[]
владение,[]
инструментарий,[]
проявляться,[]
изыскание,[]
древнегреческий,[]
эпиграфика,"[('нумизматика', 0.7746208906173706)]"
надпись,[]
побуждать,[]
нарративный,[]
постоянно,[]
бурный,[]
вдохновить,[]
эвристический,[]
плодотворно,[]
благодарить,[]
апрельский,[]
туристский,[]
пострадать,[]
коронавирус,[]
кризисный,[]
преграда,[]
помеха,[]
менеджер,[]
отельный,[]
анимация,[]
продвигать,[]
возрасти,[]
художник,[]
оформитель,[]
точность,[]
проработка,[]
мелкий,[]
низкий,[]
обширный,[]
просветительный,[]
максимальный,[]
раскрытие,[]
признак,[]
выдаваться,[]
зоологический,[]
ботаник,[]
реформа,[]
олицетворять,[]
менталитет,[]
смысл,[]
столыпинский,[]
преобразование,[]
чрезвычайно,[]
адресовать,[]
разброс,[]
трактовка,[]
разграничение,[]
ветвь,[]
реформирование,[]
судопроизводство,[]
самоуправление,[]
земельный,[]
финансы,[]
инфраструктура,[]
противодействие,[]
терроризм,"[('экстремизм', 0.7526103854179382)]"
вековой,[]
конкурентный,[]
разбудить,[]
свободно,[]
сформироваться,[]
общегосударственный,[]
общенациональный,[]
поступательный,[]
корреспондент,[]
произнести,[]
покой,[]
анализировать,[]
сопоставлять,[]
определённость,[]
многократно,[]
издержка,[]
столыпин,[]
контур,[]
прочный,[]
сполна,[]
террорист,[]
убить,[]
крылатый,[]
вспомнить,[]
ближний,"[('зарубежье', 0.8520433306694031)]"
зарубежье,"[('ближний', 0.8520433902740479)]"
сорт,[]
порода,[]
штамм,"[('омикрон', 0.7705662250518799)]"
микроорганизм,[]
вакцина,[]
диагностический,[]
лечение,[]
удачный,[]
преемственность,[]
микробиология,"[('физиология', 0.7287939190864563)]"
физиология,"[('микробиология', 0.7287938594818115)]"
анатомия,[]
одновременно,[]
семинарский,[]
основоположник,[]
биохимия,[]
молекулярный,[]
свидетельствовать,[]
юбилей,[]
исполняться,[]
ухо,[]
лоб,[]
палеонтологический,[]
двухдневный,[]
гидрологический,"[('микроклиматический', 0.7577536106109619)]"
анемометр,[]
ночью,[]
роса,[]
оптический,[]
лунный,[]
химический,[]
водоём,[]
овражный,"[('балочный', 0.9554674029350281), ('сток', 0.716619610786438), ('<unk>', 0.710777759552002)]"
балочный,"[('овражный', 0.9554674625396729)]"
инженерный,[]
линейный,[]
эрозия,[]
метка,"[('радиочастотный', 0.7389994263648987), ('идентификационный', 0.7153515815734863)]"
быстрорастущий,[]
овраг,[]
тренировочный,[]
скалолазание,"[('альпинизм', 0.7578529119491577)]"
альпинизм,"[('скалолазание', 0.7578529119491577)]"
скалолаз,[]
пролезть,[]
скала,[]
медведь,"[('красоваться', 0.719979465007782)]"
невероятный,[]
приключение,[]
страховка,[]
приходиться,[]
выбирать,[]
вершина,"[('непокорённый', 0.7052616477012634)]"
лазание,[]
очистка,[]
вывезти,[]
обыкновенный,[]
ночёвка,[]
ставить,[]
палатка,[]
разводить,"[('разжигать', 0.7591763734817505)]"
костёр,[]
готовить,[]
еда,[]
преодолевать,[]
страх,[]
подсвечивать,[]
фонарик,[]
круглосуточный,[]
отпечаток,[]
лист,[]
размещать,[]
благоустроить,[]
вооружиться,[]
инвентарь,[]
ветка,[]
иногородний,[]
наведение,[]
посильный,[]
наряду,[]
спортивно,"[('оздоровительный', 0.8043213486671448)]"
культурно,[]
штурм,"[('мозговой', 0.8560525178909302)]"
уют,[]
пешеходный,[]
табличка,[]
проспект,"[('киров', 0.7860633134841919)]"
речёвками,[]
адресный,"[('доставка', 0.7140390872955322)]"
пётр,"[('павел', 0.758073091506958)]"
значит,[]
она,[]
знаменательный,[]
ходатайствовать,"[('постановить', 0.7210512161254883)]"
женский,[]
глазной,[]
больница,[]
переименование,[]
мощный,[]
рывок,[]
водопровод,"[('канализация', 0.7811189293861389), ('<unk>', 0.7587091326713562), ('джульетта', 0.7338812351226807), ('заправить', 0.7181086540222168), ('фенечек', 0.7178729772567749), ('контрастировать', 0.7110710740089417), ('ворона', 0.7095854878425598), ('блокировка', 0.7086264491081238), ('глобалистик', 0.7056134343147278), ('гильза', 0.703838050365448)]"
мостовый,[]
присвоить,[]
топонимика,[]
постановление,[]
гагарин,[]
космос,[]
продюсер,[]
частый,[]
задумываться,[]
приблизиться,[]
притягивать,[]
повторяться,[]
бесконечность,[]
загадочность,[]
видео,[]
поделить,[]
приближение,[]
иммерсивный,[]
перевод,[]
визуальный,[]
японский,[]
понятно,[]
привить,[]
искусственный,"[('интеллект', 0.7337186336517334)]"
кибернетика,[]
космология,[]
порассуждать,[]
кибернетик,[]
предметный,[]
сближать,[]
рефлексия,[]
человечество,[]
колонизация,[]
религиозный,[]
спасение,[]
вожатский,[]
акселератор,[]
волга,[]
живописный,[]
погрузиться,[]
глядеть,[]
организовывать,[]
стоящий,[]
перед,[]
общегородской,[]
напротив,[]
покраска,[]
бордюр,[]
лавочка,[]
скворечник,"[('вешать', 0.85616534948349)]"
сойти,[]
снег,[]
показаться,[]
радоваться,[]
приятно,[]
коляска,"[('инвалидный', 0.8909944295883179)]"
мечта,[]
позаботиться,[]
окружающий,[]
выложить,[]
хештег,[]
шахматист,[]
сечь,"[('минута', 0.8145878911018372)]"
ифкиса,[]
блестящий,[]
замкнуть,"[('тройка', 0.7009134292602539)]"
уютный,[]
неудачный,[]
игрок,[]
рейтинг,[]
меняться,[]
очко,[]
туристско,[]
гостиничный,[]
обслуживание,[]
выездной,[]
отель,[]
ходьба,[]
бизнесмен,[]
гостиница,[]
дискомфорт,[]
вкусный,[]
горячий,[]
завтрак,[]
шведский,[]
ресторан,[]
бронирование,[]
обслуживающий,[]
маркетинговый,[]
сервис,[]
нюанс,[]
администратор,[]
имидж,[]
лояльность,[]
клиент,[]
освещать,[]
доказательство,[]
фотограф,[]
снимка,[]
двухлетний,[]
кинолента,[]
хроник,[]
заметка,[]
воедино,[]
трудность,[]
столкнуться,[]
анимировать,[]
кинокартина,[]
выразительность,[]
гражданско,[]
кино,[]
союз,[]
кинематографист,[]
кинорежиссёр,"[('сценарист', 0.7347344756126404)]"
завуч,[]
нравиться,"[('телепроект', 0.7164234519004822)]"
сильно,[]
отмечать,[]
предчувствие,[]
скульптор,[]
удостоить,[]
эйфория,[]
воображать,[]
сгю,[]
обладатель,[]
спецприз,[]
содержательно,[]
ёмкий,[]
многогранность,[]
двести,[]
однозначно,[]
визитный,"[('карточка', 0.8070467114448547)]"
поворот,[]
ценностный,[]
соавторство,[]
протестный,[]
раскрывать,[]
хаос,[]
слайд,[]
высказывание,[]
философ,[]
потеря,[]
развивающийся,"[('динамично', 0.715427041053772)]"
посягательство,"[('преступный', 0.8214794993400574), ('<unk>', 0.7020444273948669)]"
пресечение,[]
надзор,[]
типичный,[]
сталкиваться,[]
кредит,[]
покупка,[]
соотношение,[]
норма,[]
причинять,[]
вред,[]
медиаресурс,[]
правомерность,[]
правоприменение,"[('правотворчество', 0.8075157999992371)]"
просвещение,[]
логопедия,"[('психолингвистика', 0.7778372764587402)]"
посещать,[]
логопедический,[]
консультация,[]
включаться,[]
сокровище,[]
дракон,[]
выдавать,[]
монета,[]
коррекционный,[]
слышать,[]
различать,[]
грамматический,[]
строить,[]
совершенствовать,[]
достигнутый,[]
логопед,[]
персонально,[]
возобновляться,[]
весьма,[]
тезис,[]
надёжный,[]
радиочастотный,"[('идентификационный', 0.7944813370704651), ('метка', 0.7389993667602539)]"
идентификационный,"[('радиочастотный', 0.7944813370704651), ('метка', 0.7153515219688416)]"
диапазон,[]
частота,"[('сверхвысокий', 0.7319635152816772)]"
ггц,"[('дальность', 0.7317600250244141)]"
превзойти,[]
аналог,[]
бытовой,[]
дальность,"[('ггц', 0.7317599654197693)]"
идентификация,[]
считывать,[]
микро,"[('наноэлектроника', 0.760908842086792)]"
наноэлектроника,"[('микро', 0.7609087228775024)]"
продублировать,[]
чемодан,[]
метро,[]
отследить,[]
совещание,[]
общероссийский,[]
ваш,[]
амбассадор,[]
выявляться,[]
фиксироваться,[]
выяснить,[]
смотр,[]
разгадать,[]
тайна,[]
зачётка,[]
сдача,[]
отчисление,[]
своевременный,[]
смекалка,[]
пожалуй,[]
сюжет,[]
откликаться,[]
уместный,"[('<unk>', 0.7019755840301514)]"
факультетский,[]
сценарный,[]
вообще,[]
сойтись,[]
наверное,[]
экономист,[]
органично,[]
вплести,[]
график,[]
закрывать,[]
выдать,[]
связывать,[]
канва,[]
повествование,[]
найтись,[]
прошедший,[]
певец,[]
вывести,[]
соединить,[]
высказать,[]
―,[]
губерния,[]
своевременно,[]
запечатлеть,[]
придерживаться,[]
немаловажный,[]
парламентский,[]
слушание,[]
юриспруденция,[]
регламентный,[]
отмена,[]
смертный,"[('казнь', 0.8017451763153076), ('грех', 0.7192773222923279)]"
казнь,"[('смертный', 0.8017451167106628)]"
негативный,[]
возвращение,[]
тщательный,[]
подвергнуть,[]
исключение,[]
переходить,[]
высказываться,[]
диаметрально,"[('противоположный', 0.7451748847961426)]"
противоположный,"[('диаметрально', 0.7451748847961426)]"
законодательство,[]
аргументировать,[]
отстаивать,[]
правота,[]
убеждать,[]
оппонент,[]
соблюдать,[]
этический,[]
практик,[]
консультант,[]
уголовно,"[('криминология', 0.701599657535553)]"
муфтий,[]
видение,[]
теоретико,"[('методологический', 0.733421802520752)]"
выраженный,[]
безупречный,[]
чёткий,[]
процессуальный,[]
регламент,[]
акцентировать,[]
юрист,[]
примерить,[]
осознать,[]
премьер,[]
отъезд,[]
приложить,[]
таки,[]
делегация,[]
почтить,[]
столь,[]
рки,[]
русист,[]
рубеж,[]
пролог,"[('эпилог', 0.7166445255279541)]"
лингвострановедческий,[]
мозаика,[]
разрешить,[]
увлекательный,[]
зарождение,[]
миссия,[]
впредь,[]
несомненно,[]
видеообращение,[]
уделяться,[]
старый,[]
русистика,[]
выразительный,[]
слуховой,[]
передаваться,[]
гуманитарий,"[('естественник', 0.7030152678489685)]"
грамотно,[]
эмоционально,[]
выразительно,[]
изъясняться,[]
держаться,[]
кит,[]
сформулировать,[]
классик,[]
толком,[]
расстановка,[]
колыбельный,"[('медведица', 0.8288928270339966)]"
стих,[]
интонация,[]
пауза,[]
латинский,[]
пособие,[]
иностранец,[]
наизусть,[]
аудио,[]
республика,[]
вторичный,[]
мультимедийный,[]
видеоприветствие,[]
читаемый,[]
русски,[]
основательно,[]
переиздание,[]
введение,[]
лингвометодический,[]
книжка,[]
комикс,[]
подготовительный,[]
специфический,[]
включить,[]
говорение,[]
аудирование,[]
глагол,[]
объяснять,[]
ошибка,[]
единодушно,[]
волна,[]
интенсив,[]
наставник,[]
инициативный,[]
повестка,[]
патронаж,[]
фокусироваться,[]
заказной,[]
экспертиза,[]
заказчик,[]
банк,[]
топ,[]
филиал,[]
крыло,[]
кейс,[]
адаптер,[]
аналитик,[]
офис,[]
покоритель,[]
зампредседателя,[]
обзорный,[]
собака,[]
автобус,[]
послушать,[]
симфонический,[]
захватывать,[]
предлагаться,[]
пометка,[]
обустроить,[]
впечатлить,[]
гравировка,[]
космонавтика,[]
соотносить,[]
небесный,[]
тело,"[('твёрдый', 0.7222375273704529)]"
божество,[]
аватар,[]
присваивать,[]
обобщить,[]
непонятный,[]
безусловно,[]
климат,[]
гидросфера,[]
спутниковый,[]
спутник,[]
каковой,[]
дополнить,[]
зарождаться,[]
акватория,[]
океан,[]
тропический,[]
колоссальный,[]
ущерб,[]
ураган,[]
буря,[]
выглядеть,[]
циклон,[]
конвективный,[]
облако,"[('серебристый', 0.812774658203125)]"
климатический,[]
циркуляция,[]
загрязнение,[]
аэрозоль,[]
бросить,[]
внутрь,[]
частица,[]
бутылка,[]
исчезать,[]
выражать,[]
восторг,[]
перемещение,[]
арктика,[]
полярный,[]
примечательно,[]
переноситься,[]
звёздный,[]
разобраться,[]
сопредседатель,[]
менеджмент,[]
маркетинг,[]
ветеринарный,[]
пищевой,[]
биотехнология,[]
эффект,[]
макроэкономический,[]
разрез,"[('опробование', 0.7129498720169067)]"
сущность,[]
стабильность,[]
денежный,[]
единица,[]
описывать,[]
безработица,[]
прожиточный,[]
минимум,[]
предпринимательский,[]
малое,[]
возникновение,[]
силовой,[]
санкционный,[]
аутсорсинг,[]
устойчивый,[]
активизация,[]
банкротство,[]
экспортный,[]
нефтегазовый,[]
кластер,[]
капитал,[]
конкурентоспособный,[]
блокчейн,[]
конкурентоспособность,[]
гуманистический,[]
этика,[]
фирма,[]
нестабильный,[]
удовлетворённость,[]
аргумент,[]
оптимизация,[]
инвестиция,[]
мошенничество,[]
страхование,[]
волатильность,[]
криптовалюта,[]
досуг,[]
требоваться,[]
информационно,[]
славный,[]
подчёркивать,[]
разойтись,[]
заинтересовать,[]
ограничить,[]
копия,[]
механика,[]
автоматика,[]
горный,[]
машиностроение,[]
металлургия,[]
нанотехнология,[]
синергетика,[]
посредством,[]
веб,[]
предоставляться,[]
бесплатно,[]
закладка,[]
цитата,[]
версия,[]
бустерный,[]
прививка,[]
доза,[]
коронавирусный,"[('инфекция', 0.8709237575531006)]"
инфекция,"[('коронавирусный', 0.870923638343811)]"
вводить,[]
первичный,[]
вакцинация,[]
ревакцинация,[]
предотвратить,[]
болезнь,[]
перестраиваться,[]
иммунный,[]
заражение,[]
вирус,[]
выработать,[]
антитело,[]
усилить,[]
защитный,"[('маскировать', 0.7044373750686646)]"
предыдущий,[]
рекомендоваться,[]
безопасный,[]
переносить,[]
эквивалент,[]
лайта,[]
считаться,[]
гам,"[('вак', 0.866209864616394), ('<unk>', 0.8133499026298523), ('ковид', 0.7974966764450073), ('мыпомнить', 0.7924856543540955), ('ресурсцентр', 0.766696035861969), ('туляремия', 0.7509471774101257), ('щука', 0.7447206377983093), ('мадонна', 0.7445326447486877), ('ягода', 0.7441928386688232), ('оюзректор', 0.7266693115234375)]"
ковид,"[('гам', 0.7974967956542969), ('вак', 0.7323920130729675)]"
вак,"[('гам', 0.8662099838256836), ('<unk>', 0.813666045665741), ('мыпомнить', 0.780682384967804), ('ресурсцентр', 0.7801963090896606), ('оюзректор', 0.7754292488098145), ('вкмп', 0.7630240321159363), ('туляремия', 0.7613809108734131), ('дубовый', 0.7586075663566589), ('транзит', 0.7574146389961243), ('ковид', 0.7323920130729675)]"
препарат,[]
осмотр,[]
терапевт,[]
здравпункт,[]
вакцинироваться,[]
платный,[]
каб,[]
расположение,[]
обойтись,[]
визуализировать,[]
любитель,[]
затрата,[]
упомянуть,[]
приёмник,[]
прогрессивный,[]
астроном,[]
астрономический,[]
астролябия,[]
вычислить,[]
солнце,[]
анонсировать,[]
метеорный,"[('метеоритный', 0.7203213572502136)]"
арт,[]
покорение,[]
аэрокосмический,[]
набирать,[]
оборот,[]
длинный,[]
шагать,[]
нежность,[]
хореографический,[]
короткометражный,[]
клич,[]
дальний,[]
уголок,[]
телепроект,"[('нравиться', 0.7164234519004822)]"
волейболист,[]
фияить,[]
сразиться,[]
узбекский,[]
выполнение,[]
отвести,[]
предполагать,[]
давно,[]
приземлиться,[]
триумф,[]
стремление,[]
осуществить,[]
праздновать,[]
аппаратура,[]
баланс,[]
измеритель,[]
коротковолновый,[]
радиация,[]
икора,"[('радиометр', 0.7031413316726685)]"
борт,[]
исз,[]
метеор,[]
исп,[]
геостационарный,"[('орбита', 0.7134733200073242)]"
радиометр,"[('икора', 0.7031412124633789)]"
установленный,[]
гидрометеорологический,[]
северо,[]
запад,[]
концепция,[]
геоинформационный,[]
зондирование,[]
манить,[]
выезжать,[]
телескоп,[]
осмысляться,[]
символичный,[]
неизведанный,[]
ориентир,[]
напоминание,[]
безграничность,[]
развить,[]
самопрезентация,[]
ораторский,[]
мастерство,[]
мотивирование,[]
турникет,[]
бум,[]
факультетус,[]
диктант,[]
экипаж,[]
прямо,[]
орбита,"[('геостационарный', 0.713473379611969)]"
анкета,"[('заполнить', 0.7118324041366577)]"
лётчик,"[('истребитель', 0.7267457246780396)]"
обрастать,[]
тотальный,[]
писательница,[]
диктовать,[]
шеф,[]
богатый,[]
лечь,[]
литературовед,[]
родиться,[]
чувствовать,[]
населить,[]
анонимно,[]
велопробег,[]
поехать,[]
символизировать,[]
операция,[]
методист,[]
километр,[]
приземление,[]
актив,[]
слёт,[]
окружный,[]
семестр,[]
незащищённый,[]
слой,[]
благоприятно,"[('<unk>', 0.7739867568016052), ('транзит', 0.7306402325630188), ('контрастировать', 0.7288447022438049), ('туляремия', 0.7183190584182739), ('стюардесса', 0.7165540456771851), ('окрылить', 0.7053896188735962), ('метать', 0.7016729712486267), ('замедление', 0.7014908790588379)]"
сказываться,[]
неподдельный,[]
добровольческий,[]
неплохой,[]
событийный,[]
добровольчество,[]
затрагиваться,[]
тьюторство,[]
дружный,[]
рядовой,[]
штаб,[]
сеанс,[]
одновременный,[]
кружка,[]
удивить,[]
легко,[]
чемпион,[]
титул,"[('чемпионский', 0.7054598927497864)]"
блиц,[]
присоединяться,[]
иммунитет,[]
здоровый,[]
витаминизация,[]
мешочек,[]
нозологический,[]
слух,[]
опорный,[]
двигательный,[]
окружающие,[]
товар,[]
наносить,[]
долголетие,[]
типография,[]
байдарка,"[('каноэ', 0.8293552398681641), ('гребля', 0.7614684700965881)]"
десяток,[]
пензенский,[]
волгоградский,[]
предисловие,[]
ссылаться,[]
записка,[]
аномальный,[]
воронежский,[]
малоизученный,[]
бывший,[]
дикий,[]
дворянский,[]
очаг,[]
берег,[]
оформить,[]
иллюстрация,[]
тираж,[]
документация,[]
изобразительный,[]
раскопка,[]
утратить,[]
археологический,[]
недавно,[]
обнаружиться,[]
целиком,[]
раскрываться,[]
погребальный,[]
обряд,[]
учёт,[]
амфорный,[]
обнаружить,[]
веха,[]
уточнение,[]
хронологический,[]
сиротство,[]
сирота,"[('попечение', 0.7713294625282288)]"
профориентация,[]
десять,[]
попечение,"[('сирота', 0.7713295221328735)]"
функционировать,[]
уполномоченный,[]
психотерапевт,[]
действительный,[]
практиковать,[]
реабилитационный,[]
жаркое,"[('разгораться', 0.7597118020057678)]"
никакой,[]
госучреждение,[]
мать,[]
замещать,[]
потребность,[]
твёрдый,"[('тело', 0.7222375273704529)]"
общественность,[]
незащищённость,[]
безнадзорность,[]
многоэтажка,"[('ягода', 0.7030175924301147)]"
законодательный,[]
резолюция,[]
искоренение,[]
ярмарка,[]
вакансия,[]
совершеннолетие,[]
прогнозировать,[]
аппаратный,[]
динамический,[]
биомедицинский,"[('нано', 0.9118632078170776)]"
инженерия,[]
регуляторный,[]
оперуполномоченный,[]
полиция,[]
наркотик,[]
употребление,[]
наркотический,"[('психотропный', 0.8246084451675415)]"
психотропный,"[('наркотический', 0.8246084451675415), ('психоактивный', 0.7204912900924683)]"
незаконный,[]
антинаркотический,[]
разбираться,[]
брендинг,[]
селфи,[]
мем,[]
простор,[]
кафе,[]
порядочный,"[('интеллигентный', 0.7013100385665894)]"
контролировать,[]
сэкономить,[]
покупать,[]
лишний,[]
квартира,[]
профсоюз,[]
обновить,[]
митрополит,[]
квалифицировать,[]
ставка,[]
спрос,[]
выпускать,[]
стопроцентно,[]
трудоустраиваться,[]
интеграция,[]
акриламид,[]
дорожный,[]
строительство,[]
логистика,[]
наработка,[]
портфель,[]
конечный,[]
усиливать,[]
системообразующий,[]
господдержка,[]
внедренческий,[]
попечительский,[]
подтвердить,[]
закрепление,[]
наращивание,[]
институциональный,[]
создаваться,[]
превосходящий,[]
специфичный,[]
элементный,[]
терагерцов,"[('гиг', 0.7764095067977905)]"
компонентный,[]
лежать,[]
магнитный,[]
наноструктура,"[('биосистема', 0.7607057690620422)]"
потенциально,[]
существующий,[]
многофункциональный,[]
ресурсосберегающий,[]
высокотехнологичный,[]
правительственный,[]
расширение,[]
признательность,[]
микроэлектроника,[]
перекрёстный,[]
прорывный,[]
давний,[]
максимально,[]
лаборант,[]
открываться,[]
угадать,[]
зоомузей,[]
распознать,[]
птичий,[]
перо,[]
череп,[]
экспозиция,[]
внимательно,[]
чучело,"[('сжигание', 0.7578113079071045)]"
кругозор,[]
поощрительный,[]
паспорт,[]
шуточный,[]
домовый,[]
формальность,[]
скрепить,[]
нить,[]
эффективно,[]
дружественный,[]
оберегать,[]
организоваться,[]
саморазвитие,[]
преподавать,[]
тренажёр,[]
оценивание,[]
иноязычный,[]
тест,[]
аудиторный,[]
внеаудиторный,[]
исполнитель,[]
термин,[]
операционный,[]
словно,[]
эго,[]
скучно,[]
бесценный,[]
мистицизм,[]
сон,[]
сравнимый,[]
персонаж,[]
маргарита,[]
свита,[]
белый,[]
халат,"[('тапочки', 0.7946983575820923)]"
роды,[]
лезвие,[]
правдивый,[]
полно,[]
исключительно,[]
живо,[]
одиннадцать,[]
побороться,[]
странно,[]
переехать,[]
растерять,[]
тренировка,[]
недолго,[]
полноценный,[]
волейбольный,[]
регулярный,[]
обидно,"[('<unk>', 0.8239089250564575), ('гепатит', 0.7688805460929871), ('туляремия', 0.7672027349472046), ('ниндзя', 0.7658785581588745), ('классно', 0.753969669342041), ('кенгуру', 0.7530288696289062), ('обёртка', 0.7448461651802063), ('детонационный', 0.7311124801635742), ('почемучка', 0.729407787322998), ('чирлидер', 0.7286472916603088)]"
установочный,[]
переподготовка,[]
добыча,[]
переработка,[]
продажа,[]
металл,[]
видеопрезентация,[]
заканчивать,[]
сбыт,[]
управленческий,[]
отчётность,[]
магистрантка,[]
роботизация,[]
разработчик,[]
стажёрский,[]
сервисный,[]
администрирование,[]
визуализация,[]
пожаловать,[]
обеспечиваться,[]
оплата,[]
взиматься,"[('пеня', 0.7265028953552246)]"
четверокурсница,[]
случайно,[]
честно,[]
получиться,[]
содержательный,[]
временно,[]
прибыть,[]
переселенец,[]
